,Symbol,Security Name,common name
3501,PBAX,Phoenix Biotech Acquisition ,
3502,PBAXU,Phoenix Biotech Acquisition ,
3503,PBAXW,Phoenix Biotech Acquisition ,
3504,PBBK,PB Bankshares ,
3505,PBFS,Pioneer Ban ,
3506,PBHC,Pathfinder Ban ,
3507,PBLA,Panbela Therapeutics ,
3508,PBPB,Potbelly ,
3509,PBTS,Powerbridge Technologies,
3510,PBYI,Puma Biotechnology ,
3511,PCAR,PACCAR ,
3512,PCB,PCB Ban,
3513,PCCT,Perception Capital,
3514,PCCTU,Perception Capital,
3515,PCCTW,Perception Capital,
3516,PCH,PotlatchDeltic ,
3517,PCRX,Pacira BioSciences ,
3518,PCSA,Processa Pharmaceuticals ,
3519,PCT,PureCycle Technologies ,
3520,PCTI,PCTEL ,
3521,PCTTU,PureCycle Technologies ,
3522,PCTTW,PureCycle Technologies ,
3523,PCTY,Paylocity Holding ,
3524,PCVX,Vaxcyte ,
3525,PCYG,Park City Group ,
3526,PCYO,Pure Cycle ,
3527,PDBA,Invesco Agriculture Commodity Strategy No K-1 ,
3528,PDBC,Invesco Optimum Yield Diversified Commodity Strategy No K-1 ,
3529,PDCO,Patterson Companies ,
3530,PDD,PDD Holdings ,
3531,PDEX,Pro-Dex ,
3532,PDFS,PDF Solutions ,
3533,PDLB,Ponce Financial Group ,
3534,PDP,Invesco Dorsey Wright Momentum ,
3535,PDSB,PDS Biotechnology ,
3536,PEBK,Peoples Ban of North Carolina ,
3537,PEBO,Peoples Ban ,
3538,PECO,Phillips Edison &,
3539,PEGA,Pegasystems ,
3540,PEGR,Project Energy Reimagined Acquisition ,
3541,PEGRU,Project Energy Reimagined Acquisition ,
3542,PEGRW,Project Energy Reimagined Acquisition ,
3543,PEGY,Pineapple Energy ,
3544,PENN,PENN Entertainment ,
3545,PEP,PepsiCo ,
3546,PEPG,PepGen ,
3547,PEPL,PepperLime Health Acquisition ,
3548,PEPLU,PepperLime Health Acquisition ,
3549,PEPLW,PepperLime Health Acquisition ,
3550,PERI,Perion Network ,
3551,PESI,Perma-Fix Environmental Services ,
3552,PET,Wag! Group ,
3553,PETQ,PetIQ ,
3554,PETS,PetMed Express ,
3555,PETV,PetVivo Holdings ,
3556,PETVW,PetVivo Holdings ,
3557,PETWW,Wag! Group ,
3558,PETZ,TDH Holdings ,
3559,PEV,Phoenix Motor ,
3560,PEY,Invesco High Yield Equity Dividend Achievers ,
3561,PEZ,Invesco Dorsey Wright Consumer Cyclicals Momentum ,
3562,PFBC,Preferred Bank,
3563,PFC,Premier Financial,
3564,PFF,iShares Preferred and ome Securities ,
3565,PFG,Pripal Financial Group ,
3566,PFI,Invesco Dorsey Wright Financial Momentum ,
3567,PFIE,Profire Energy ,
3568,PFIN,P & F Industries ,
3569,PFIS,Peoples Financial Services,
3570,PFM,Invesco Dividend Achievers ,
3571,PFMT,Performant Financial ,
3572,PFSW,PFSweb ,
3573,PFTA,Portage Fintech Acquisition ,
3574,PFTAU,Portage Fintech Acquisition ,
3575,PFTAW,Portage Fintech Acquisition ,
3576,PFX,PhenixFIN,
3577,PFXNZ,PhenixFIN,
3578,PGC,Peapack-Gladstone Financial ,
3579,PGEN,Precigen ,
3580,PGJ,Invesco Golden Dragon China ,
3581,PGNY,Progyny ,
3582,PGY,Pagaya Technologies ,
3583,PGYWW,Pagaya Technologies ,
3584,PHAR,Pharming Group N.V.,
3585,PHAT,Phathom Pharmaceuticals ,
3586,PHIO,Phio Pharmaceuticals ,
3587,PHO,Invesco Water Resources ,
3588,PHUN,Phunware ,
3589,PHUNW,Phunware ,
3590,PHVS,Pharvaris N.V.,
3591,PHXM,PHAXIAM Therapeutics S.A.,
3592,PI,Impinj ,
3593,PID,Invesco International Dividend Achievers ,
3594,PIE,Invesco Dorsey Wright Emerging Markets Momentum ,
3595,PIII,P3 Health Partners ,
3596,PIIIW,P3 Health Partners ,
3597,PIK,Kidpik ,
3598,P,Premier ,
3599,PIO,Invesco Global Water ,
3600,PIRS,Pieris Pharmaceuticals ,
3601,PIXY,ShiftPixy ,
3602,PIZ,Invesco Dorsey Wright Developed Markets Momentum ,
3603,PKBK,Parke Ban ,
3604,PKOH,Park-Ohio Holdings ,
3605,PKW,Invesco BuyBack Achievers ,
3606,PLAB,Photronics ,
3607,PLAO,Patria Latin American Opportunity Acquisition ,
3608,PLAOU,Patria Latin American Opportunity Acquisition ,
3609,PLAOW,Patria Latin American Opportunity Acquisition ,
3610,PLAY,Dave & Buster's Entertainment ,
3611,PLBC,Plumas Ban,
3612,PLBY,PLBY Group,
3613,PLCE,Children's Place(The),
3614,PLL,Piedmont Lithium,
3615,PLMI,Plum Acquisition,
3616,PLMIU,Plum Acquisition,
3617,PLMIW,Plum Acquisition,
3618,PLMR,Palomar Holdings ,
3619,PLPC,Preformed Line Products ,
3620,PLRX,Pliant Therapeutics ,
3621,PLSE,Pulse Biosciences ,
3622,PLTK,Playtika Holding ,
3623,PLTN,Plutonian Acquisition ,
3624,PLTNR,Plutonian Acquisition ,
3625,PLTNU,Plutonian Acquisition ,
3626,PLTNW,Plutonian Acquisition ,
3627,PLUG,Plug Power ,
3628,PLUR,Pluri ,
3629,PLUS,ePlus ,
3630,PLXS,Plexus ,
3631,PLYA,Playa Hotels & Resorts N.V.,
3632,PMCB,PharmaCyteBiotech ,
3633,PMD,Psychemedics ,
3634,PMGM,Priveterra Acquisition,
3635,PMGMU,Priveterra Acquisition,
3636,PMGMW,Priveterra Acquisition,
3637,PMN,ProMIS Neurosciences ,
3638,PMTS,CPI Card Group ,
3639,PMVP,PMV Pharmaceuticals ,
3640,PNBK,Patriot National Ban ,
3641,PNFP,Pinnacle Financial Partners ,
3642,PNFPP,Pinnacle Financial Partners ,
3643,PNQI,Invesco Nasdaq Internet ,
3644,PNRG,PrimeEnergy Resources ,
3645,PNT,POINT Biopharma Global,
3646,PNTG,The Pennant Group ,
3647,POAI,Predictive Oncology ,
3648,POCI,Precision Optics,
3649,PODC,Courtside Group ,
3650,PODD,Insulet ,
3651,POET,POET Technologies ,
3652,POLA,Polar Power ,
3653,POOL,Pool ,
3654,POTX,Global X Cannabis ,
3655,POWI,Power Integrations ,
3656,POWL,Powell Industries ,
3657,POWW,AMMO ,
3658,POWWP,AMMO ,
3659,PPBI,Pacific Premier Ban ,
3660,PPBT,Purple Biotech ,
3661,PPC,Pilgrim's Pride ,
3662,PPH,VanEck Pharmaceutical ,
3663,PPHP,PHP Ventures Acquisition ,
3664,PPHPR,PHP Ventures Acquisition ,
3665,PPHPU,PHP Ventures Acquisition ,
3666,PPHPW,PHP Ventures Acquisition ,
3667,PPIH,Perma-Pipe International Holdings ,
3668,PPSI,Pioneer Power Solutions ,
3669,PPTA,Perpetua Resources ,
3670,PPYA,Papaya Growth Opportunity,
3671,PPYAU,Papaya Growth Opportunity,
3672,PPYAW,Papaya Growth Opportunity,
3673,PRAA,PRA Group ,
3674,PRAX,Praxis Precision Medicines ,
3675,PRCH,Porch Group ,
3676,PRCT,PROCEPT BioRobotics ,
3677,PRDO,Perdoceo Education ,
3678,PRE,Prenetics Global ,
3679,PRENW,Prenetics Global ,
3680,PRFT,Perficient ,
3681,PRFX,PainReform ,
3682,PRFZ,Invesco FTSE RAFI US 1500 Small-Mid ,
3683,PRGS,Progress Software ,
3684,PRLD,Prelude Therapeutics ,
3685,PRLH,Pearl Holdings Acquisition ,
3686,PRLHU,Pearl Holdings Acquisition ,
3687,PRLHW,Pearl Holdings Acquisition ,
3688,PRME,Prime Medicine ,
3689,PRN,Invesco Dorsey Wright Industrials Momentum ,
3690,PROC,Procaps Group S.A.,
3691,PROCW,Procaps Group S.A.,
3692,PROF,Profound Medical ,
3693,PROK,ProKidney ,
3694,PROV,Provident Financial Holdings ,
3695,PRPH,ProPhase Labs ,
3696,PRPL,Purple Innovation ,
3697,PRPO,Precipio ,
3698,PRQR,ProQR Therapeutics N.V.,
3699,PRSO,Peraso ,
3700,PRSR,Prospector Capital ,
3701,PRSRU,Prospector Capital ,
3702,PRSRW,Prospector Capital ,
3703,PRST,Presto Automation ,
3704,PRSTW,Presto Automation ,
3705,PRTA,Prothenaplc,
3706,PRTC,PureTech Health plc,
3707,PRTG,Portage Biotech ,
3708,PRTH,Priority Technology Holdings ,
3709,PRTK,Paratek Pharmaceuticals,
3710,PRTS,CarParts.com ,
3711,PRVA,Privia Health Group ,
3712,PRVT,Private Real Estate Strategy via Liquid REITs ,
3713,PRZO,ParaZero Technologies ,
3714,PSC,Pripal U.S. Small-Cap ,
3715,PSCC,Invesco S&P SmallCap Consumer Staples ,
3716,PSCD,Invesco S&P SmallCap Consumer Discretionary ,
3717,PSCE,Invesco S&P SmallCap Energy ,
3718,PSCF,Invesco S&P SmallCap Financials ,
3719,PSCH,Invesco S&P SmallCap Health Care ,
3720,PSCI,Invesco S&P SmallCap Industrials ,
3721,PSCM,Invesco S&P SmallCap Materials ,
3722,PSCT,Invesco S&P SmallCap Information Technology ,
3723,PSCU,Invesco S&P SmallCap Utilities & Communication Services ,
3724,PSEC,Prospect Capital ,
3725,PSET,Pripal Quality ,
3726,PSHG,Performance Shipping ,
3727,PSL,Invesco Dorsey Wright Consumer Staples Momentum ,
3728,PSMT,PriceSmart ,
3729,PSNL,Personalis ,
3730,PSNY,Polestar Automotive Holding UK ,
3731,PSNYW,Polestar Automotive Holding UK ,
3732,PSTV,PLUS THERAPEUTICS ,
3733,PSTX,Poseida Therapeutics ,
3734,PSWD,Xtrackers Cybersecurity Select Equity ,
3735,PT,Pintec Technology Holdings ,
3736,PTC,PTC ,
3737,PTCT,PTC Therapeutics ,
3738,PTEC,Global X PropTech ,
3739,PTEN,Patterson-UTI Energy ,
3740,PTF,Invesco Dorsey Wright Technology Momentum ,
3741,PTGX,Protagonist Therapeutics ,
3742,PTH,Invesco Dorsey Wright Healthcare Momentum ,
3743,PTHR,Pono Capital Three ,
3744,PTHRU,Pono Capital Three ,
3745,PTHRW,Pono Capital Three ,
3746,PTIX,Protagenic Therapeutics ,
3747,PTIXW,Protagenic Therapeutics ,
3748,PTLO,Portillo's ,
3749,PTMN,Portman Ridge Finance ,
3750,PTNQ,Pacer Trendpilot 100 ,
3751,PTON,Peloton Interactive ,
3752,PTPI,Petros Pharmaceuticals ,
3753,PTRS,Partners Ban,
3754,PTSI,P.A.M. Transportation Services ,
3755,PTVE,Pactiv Evergreen ,
3756,PTWO,Pono Capital Two ,
3757,PTWOU,Pono Capital Two ,
3758,PTWOW,Pono Capital Two ,
3759,PUBM,PubMatic ,
3760,PUCK,Goal Acquisitions ,
3761,PUCKU,Goal Acquisitions ,
3762,PUCKW,Goal Acquisitions ,
3763,PUI,Invesco Dorsey Wright Utilities Momentum ,
3764,PULM,Pulmatrix ,
3765,PUYI,Puyi ,
3766,PVBC,Provident Ban ,
3767,PWFL,PowerFleet ,
3768,PWM,Prestige Wealth ,
3769,PWOD,Penns Woods Ban ,
3770,PWP,Perella Weinberg Partners,
3771,PWUP,PowerUp Acquisition ,
3772,PWUPU,PowerUp Acquisition ,
3773,PWUPW,PowerUp Acquisition ,
3774,PXDT,Pixie Dust Technologies ,
3775,PXI,Invesco Dorsey Wright Energy Momentum ,
3776,PXLW,Pixelworks ,
3777,PXMD,PaxMedica ,
3778,PXS,Pyxis Tankers ,
3779,PXSAP,Pyxis Tankers ,
3780,PXSAW,Pyxis Tankers ,
3781,PY,Pripal Value ,
3782,PYCR,Paycor HCM ,
3783,PYPD,PolyPid ,
3784,PYPL,PayPal Holdings ,
3785,PYR,PyroGenesis Canada ,
3786,PYXS,Pyxis Oncology ,
3787,PYZ,Invesco Dorsey Wright Basic Materials Momentum ,
3788,PZZA,Papa John's International ,
3789,QABA,First Trust NASDAQ ABA Community Bank Index Fund,
3790,QAT,iShares MSCI Qatar ,
3791,QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,
3792,QCLR,Global X NASDAQ 100 Collar 95-110 ,
3793,QCOM,QUALCOMM ,
3794,QCRH,QCR Holdings ,
3795,QDEL,QuidelOrtho ,
3796,QDRO,Quadro Acquisition One ,
3797,QDROU,Quadro Acquisition One ,
3798,QDROW,Quadro Acquisition One ,
3799,QFIN,Qifu Technology ,
3800,QH,Quhuo ,
3801,QIPT,Quipt Home Medical ,
3802,QIWI,QIWI plc,
3803,QLGN,Qualigen Therapeutics ,
3804,QLI,Qilian International Holding Group ,
3805,QLYS,Qualys ,
3806,QMCO,Quantum ,
3807,QNCX,Que Therapeutics ,
3808,QNRX,Quoin Pharmaceuticals ,
3809,QNST,QuinStreet ,
3810,QOMO,Qomolangma Acquisition ,
3811,QOMOR,Qomolangma Acquisition ,
3812,QOMOU,Qomolangma Acquisition ,
3813,QOMOW,Qomolangma Acquisition ,
3814,QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,
3815,QQJG,Invesco ESG NASDAQ Next Gen 100 ,
3816,QQMG,Invesco ESG NASDAQ 100 ,
3817,QQQ,Invesco QQQ Trust Series 1,
3818,QQQA,ProShares Nasdaq-100 Dorsey Wright Momentum ,
3819,QQQE,Direxion NASDAQ-100 Equal Weighted Index Shares,
3820,QQQJ,Invesco NASDAQ Next Gen 100 ,
3821,QQQM,Invesco NASDAQ 100 ,
3822,QQQN,VictoryShares Nasdaq Next 50 ,
3823,QQQS,Invesco NASDAQ Future Gen 200 ,
3824,QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund,
3825,QQQY,Defiance Nasdaq 100 Enhanced Options ome ,
3826,QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,
3827,QRHC,Quest Resource Holding ,
3828,QRMI,Global X NASDAQ 100 Risk Managed ome ,
3829,QRTEA,Qurate Retail ,
3830,QRTEB,Qurate Retail ,
3831,QRTEP,Qurate Retail ,
3832,QRVO,Qorvo ,
3833,QSG,QuantaSing Group ,
3834,QSI,Quantum-Si ,
3835,QSIAW,Quantum-Si ,
3836,QTEC,First Trust NASDAQ-100-Technology Sector Index Fund,
3837,QTR,Global X NASDAQ 100 Tail Risk ,
3838,QTRX,Quanterix ,
3839,QUBT,Quantum Computing ,
3840,QUIK,QuickLogic ,
3841,QURE,uniQure N.V.,
3842,QYLD,Global X NASDAQ 100 Covered Call ,
3843,QYLE,Global X Nasdaq 100 ESG Covered Call ,
3844,QYLG,Global X Nasdaq 100 Covered Call & Growth ,
3845,RACY,Relativity Acquisition ,
3846,RACYU,Relativity Acquisition ,
3847,RACYW,Relativity Acquisition ,
3848,RADI,Radius Global Infrastructure ,
3849,RAIL,Freightcar America ,
3850,RAIN,Rain Oncology ,
3851,RAND,Rand Capital ,
3852,RANI,Rani Therapeutics Holdings ,
3853,RAPT,RAPT Therapeutics ,
3854,RARE,Ultragenyx Pharmaceutical ,
3855,RAVE,Rave Restaurant Group ,
3856,RAYA,Erayak Power Solution Group ,
3857,RAYS,Global X Solar ,
3858,RBB,RBB Ban,
3859,RBBN,Ribbon Communications,
3860,RBCAA,Republic Ban ,
3861,RBKB,Rhinebeck Ban ,
3862,RCAC,Revelstone Capital Acquisition ,
3863,RCACU,Revelstone Capital Acquisition ,
3864,RCACW,Revelstone Capital Acquisition ,
3865,RCAT,Red Cat Holdings ,
3866,RCEL,Avita Medical ,
3867,RCKT,Rocket Pharmaceuticals ,
3868,RCKTW,Rocket Pharmaceuticals ,
3869,RCKY,Rocky Brands ,
3870,RCM,R1 RCM ,
3871,RCMT,RCM Technologies ,
3872,RCON,Recon Technology ,
3873,RCRT,Recruiter.com Group ,
3874,RCRTW,Recruiter.com Group ,
3875,RDCM,Radcom ,
3876,RDFN,Redfin ,
3877,RDHL,Redhill Biopharma ,
3878,RDI,Reading International ,
3879,RDIB,Reading International ,
3880,RDNT,RadNet ,
3881,RDUS,Schnitzer Steel Industries ,
3882,RDVT,Red Violet ,
3883,RDVY,First Trust Rising Dividend Achievers ,
3884,RDWR,Radware ,
3885,REAL,The RealReal ,
3886,REAX,The Real Brokerage ,
3887,REBN,Reborn Coffee ,
3888,REE,REE Automotive ,
3889,REFI,Chicago Atlantic Real Estate Finance ,
3890,REFR,Research Frontiers ,
3891,REG,Regency Centers ,
3892,REGCO,Regency Centers ,
3893,REGCP,Regency Centers ,
3894,REGN,Regeneron Pharmaceuticals ,
3895,REIT,ALPS Active REIT ,
3896,REKR,Rekor Systems ,
3897,RELI,Reliance Global Group ,
3898,RELIW,Reliance Global Group ,
3899,RELL,Richardson Electronics ,
3900,RELY,Remitly Global ,
3901,RENB,Renovaro Biosciences ,
3902,RENE,Cartesian Growth,
3903,RENEU,Cartesian Growth,
3904,RENEW,Cartesian Growth,
3905,RENT,Rent the Runway ,
3906,REPL,Replimune Group ,
3907,RETA,Reata Pharmaceuticals ,
3908,RETO,ReTo Eco-Solutions ,
3909,REVB,Revelation Biosciences ,
3910,REVBW,Revelation Biosciences ,
3911,REYN,Reynolds Consumer Products ,
3912,RFAC,RF Acquisition ,
3913,RFACR,RF Acquisition ,
3914,RFACU,RF Acquisition ,
3915,RFACW,RF Acquisition ,
3916,RFDI,First Trust RiverFront Dynamic Developed International ,
3917,RFEM,First Trust RiverFront Dynamic Emerging Markets ,
3918,RFEU,First Trust RiverFront Dynamic Europe ,
3919,RFIL,RF Industries ,
3920,RGC,Regencell Bioscience Holdings ,
3921,RGCO,RGC Resources ,
3922,RGEN,Repligen ,
3923,RGF,The Real Good Food,
3924,RGLD,Royal Gold ,
3925,RGLS,Regulus Therapeutics ,
3926,RGNX,REGENXBIO ,
3927,RGP,Resources Connection ,
3928,RGTI,Rigetti Computing,
3929,RGTIW,Rigetti Computing,
3930,RIBT,RiceBran Technologies,
3931,RICK,RCI Hospitality Holdings ,
3932,RIGL,Rigel Pharmaceuticals ,
3933,RILY,B. Riley Financial ,
3934,RILYG,B. Riley Financial ,
3935,RILYK,B. Riley Financial ,
3936,RILYL,B. Riley Financial ,
3937,RILYM,B. Riley Financial ,
3938,RILYN,B. Riley Financial ,
3939,RILYO,B. Riley Financial ,
3940,RILYP,B. Riley Financial ,
3941,RILYT,B. Riley Financial ,
3942,RILYZ,B. Riley Financial ,
3943,RING,iShares MSCI Global Gold Miners ,
3944,RIOT,Riot Platforms ,
3945,RIVN,Rivian Automotive ,
3946,RKDA,Arcadia Biosciences ,
3947,RKLB,Rocket Lab USA ,
3948,RLAY,Relay Therapeutics ,
3949,RLMD,Relmada Therapeutics ,
3950,RLYB,Rallybio ,
3951,RMBI,Richmond Mutual Ban ,
3952,RMBL,RumbleOn ,
3953,RMBS,Rambus ,
3954,RMCF,Rocky Mountain Chocolate Factory ,
3955,RMGC,RMG AcquisitionI,
3956,RMGCU,RMG AcquisitionI,
3957,RMGCW,RMG AcquisitionI,
3958,RMNI,Rimini Street ,
3959,RMR,The RMR Group ,
3960,RMTI,Rockwell Medical ,
3961,RNA,Avidity Biosciences ,
3962,RNAZ,TransCode Therapeutics ,
3963,RNDV,US Equity Dividend Select ,
3964,RNEM,Emerging Markets Equity Select ,
3965,RNEW,VanEck Green Infrastructure ,
3966,RNLC,Large Cap US Equity Select ,
3967,RNLX,Renalytix plc,
3968,RNMC,Mid Cap US Equity Select ,
3969,RNRG,Global X Renewable Energy Producers ,
3970,RNSC,Small Cap US Equity Select ,
3971,RNST,Renasant ,
3972,RNW,ReNew Energy Global plc,
3973,RNWWW,ReNew Energy Global plc,
3974,RNXT,RenovoRx ,
3975,ROAD,Construction Partners ,
3976,ROBT,First Trust Nasdaq Artificial Intelligence and Robotics ,
3977,ROCK,Gibraltar Industries ,
3978,ROCL,Roth CH Acquisition V ,
3979,ROCLU,Roth CH Acquisition V ,
3980,ROCLW,Roth CH Acquisition V ,
3981,ROE,Astoria US Quality Kings ,
3982,ROIC,Retail Opportunity Investments ,
3983,ROIV,Roivant Sciences ,
3984,ROKU,Roku ,
3985,ROOT,Root ,
3986,ROP,Roper Technologies ,
3987,ROSE,Rose Hill Acquisition ,
3988,ROSEU,Rose Hill Acquisition ,
3989,ROSEW,Rose Hill Acquisition ,
3990,ROST,Ross Stores ,
3991,ROVR,Rover Group ,
3992,RPAY,Repay Holdings ,
3993,RPD,Rapid7 ,
3994,RPHM,Reneo Pharmaceuticals ,
3995,RPID,Rapid Micro Biosystems ,
3996,RPRX,Royalty Pharma plc,
3997,RPTX,Repare Therapeutics ,
3998,RRBI,Red River Bancshares ,
3999,RRGB,Red Robin Gourmet Burgers ,
4000,RRR,Red Rock Resorts ,
4001,RSLS,ReShape Lifesciences ,
4002,RSSS,Research Solutions ,
4003,RSVR,Reservoir Media .,
4004,RSVRW,Reservoir Media .,
4005,RTC,Baijiayun Group ,
4006,RTH,VanEck Retail ,
4007,RUM,Rumble ,
4008,RUMBW,Rumble ,
4009,RUN,Sunrun ,
4010,RUNN,Running Oak Efficient Growth ,
4011,RUSHA,Rush Enterprises ,
4012,RUSHB,Rush Enterprises ,
4013,RVLP,RVL Pharmaceuticals plc,
4014,RVMD,Revolution Medicines ,
4015,RVNC,Revance Therapeutics ,
4016,RVPH,Reviva Pharmaceuticals Holdings ,
4017,RVPHW,Reviva Pharmaceuticals Holdings ,
4018,RVSB,Riverview Ban ,
4019,RVSN,Rail Vision ,
4020,RVSNW,Rail Vision ,
4021,RVYL,Ryvyl ,
4022,RWAY,Runway Growth Finance ,
4023,RWAYL,Runway Growth Finance ,
4024,RWAYZ,Runway Growth Finance ,
4025,RWLK,ReWalk Robotics ,
4026,RWOD,Redwoods Acquisition ,
4027,RWODR,Redwoods Acquisition ,
4028,RWODU,Redwoods Acquisition ,
4029,RWODW,Redwoods Acquisition ,
4030,RXRX,Recursion Pharmaceuticals ,
4031,RXST,RxSight ,
4032,RXT,Rackspace Technology ,
4033,RYAAY,Ryanair Holdings plc,
4034,RYTM,Rhythm Pharmaceuticals ,
4035,RYZB,RayzeBio ,
4036,RZLT,Rezolute ,
4037,SABR,Sabre ,
4038,SABS,SAB Biotherapeutics ,
4039,SABSW,SAB Biotherapeutics ,
4040,SAFT,Safety Insurance Group ,
4041,SAGA,Sagaliam Acquisition ,
4042,SAGAR,Sagaliam Acquisition ,
4043,SAGAU,Sagaliam Acquisition ,
4044,SAGE,Sage Therapeutics ,
4045,SAI,SAI.TECH Global,
4046,SAIA,Saia ,
4047,SAITW,SAI.TECH Global,
4048,SALM,Salem Media Group ,
4049,SAMA,Schultze Special Purpose Acquisition,
4050,SAMAU,Schultze Special Purpose Acquisition,
4051,SAMAW,Schultze Special Purpose Acquisition,
4052,SAMG,Silvercrest Asset Management Group ,
4053,SANA,Sana Biotechnology ,
4054,SANG,Sangoma Technologies ,
4055,SANM,Sanmina ,
4056,SANW,S&W Seed ,
4057,SARK,AXS Short Innovation Daily ,
4058,SASI,Sigma Additive Solutions ,
4059,SASR,Sandy Spring Ban ,
4060,SATL,Satellogic ,
4061,SATLW,Satellogic ,
4062,SATS,EchoStar ,
4063,SAVA,Cassava Sciences ,
4064,SBAC,SBA Communications ,
4065,SBCF,Seacoast Bankingof Florida,
4066,SBET,SharpLink Gaming ,
4067,SBFG,SB Financial Group ,
4068,SBFM,Sunshine Biopharma ,
4069,SBFMW,Sunshine Biopharma ,
4070,SBGI,Slair ,
4071,SBLK,Star Bulk Carriers ,
4072,SBRA,Sabra Health Care REIT ,
4073,SBSI,Southside Bancshares ,
4074,SBT,Sterling Ban ,
4075,SBUX,Starbucks ,
4076,SCHL,Scholastic ,
4077,SCKT,Socket Mobile ,
4078,SCLX,Scilex Holding ,
4079,SCLXW,Scilex Holding ,
4080,SCNI,Scinai Immunotherapeutics ,
4081,SCOR,comScore ,
4082,SCPH,scPharmaceuticals ,
4083,SCPL,SciPlay ,
4084,SCRM,Screaming Eagle Acquisition ,
4085,SCRMU,Screaming Eagle Acquisition ,
4086,SCRMW,Screaming Eagle Acquisition ,
4087,SCSC,ScanSource ,
4088,SCTL,Societal CDMO ,
4089,SCVL,Shoe Carnival ,
4090,SCWO,374Water ,
4091,SCWX,SecureWorks ,
4092,SCYX,SCYNEXIS ,
4093,SCZ,iShares MSCI EAFE Small-Cap ,
4094,SDA,SunCar Technology Group ,
4095,SDAWW,SunCar Technology Group ,
4096,SDC,SmileDirectClub ,
4097,SDG,iShares MSCI Global Sustainable Development Goals ,
4098,SDGR,Schrodinger ,
4099,SDIG,Stronghold Digital Mining ,
4100,SDOT,Sadot Group ,
4101,SDSI,American Century Short Duration Strategic ome ,
4102,SDVY,First Trust SMID Cap Rising Dividend Achievers ,
4103,SEAT,Vivid Seats ,
4104,SEATW,Vivid Seats ,
4105,SECO,Secoo Holding ,
4106,SEDG,SolarEdge Technologies ,
4107,SEED,Origin Agritech ,
4108,SEEL,Seelos Therapeutics ,
4109,SEER,Seer ,
4110,SEIC,SEI Investments ,
4111,SELB,Selecta Biosciences ,
4112,SELF,Global Self Storage ,
4113,SENEA,Seneca Foods ,
4114,SENEB,Seneca Foods ,
4115,SEPA,SEP Acquisition ,
4116,SEPAU,SEP Acquisition ,
4117,SEPAW,SEP Acquisition ,
4118,SERA,Sera Prognostics ,
4119,SETM,Sprott Energy Transition Materials ,
4120,SEVN,Seven Hills Realty Trust ,
4121,SEZL,Sezzle ,
4122,SFBC,Sound Financial Ban ,
4123,SFE,Safeguard Scientifics ,
4124,SFIX,Stitch Fix ,
4125,SFM,Sprouts Farmers Market ,
4126,SFNC,Simmons First National ,
4127,SFR,Appreciate Holdings ,
4128,SFRWW,Appreciate Holdings ,
4129,SFST,Southern First Bancshares ,
4130,SFT,Shift Technologies ,
4131,SFWL,Shengfeng Development ,
4132,SGA,Saga Communications ,
4133,SGBX,Safe & Green Holdings ,
4134,SGC,Superior Group of Companies ,
4135,SGEN,Seagen,
4136,SGH,SMART Global Holdings ,
4137,SGHT,Sight Sciences ,
4138,SGII,Seaport Global Acquisition ,
4139,SGIIU,Seaport Global Acquisition ,
4140,SGIIW,Seaport Global Acquisition ,
4141,SGLY,Singularity Future Technology ,
4142,SGMA,SigmaTron International ,
4143,SGML,Sigma Lithium ,
4144,SGMO,Sangamo Therapeutics ,
4145,SGMT,Sagimet Biosciences ,
4146,SGRP,SPAR Group ,
4147,SGRY,Surgery Partners ,
4148,SHBI,Shore Bancshares ,
4149,SHC,Sotera Health ,
4150,SHCR,Sharecare ,
4151,SHCRW,Sharecare ,
4152,SHEN,Shenandoah Telecommunications Co,
4153,SHFS,SHF Holdings ,
4154,SHFSW,SHF Holdings ,
4155,SHIP,Seanergy Maritime Holdings ,
4156,SHLS,Shoals Technologies Group ,
4157,SHLT,SHL Telemedicine ,
4158,SHOO,Steven Madden ,
4159,SHOT,Safety Shot ,
4160,SHOTW,Safety Shot ,
4161,SHPH,Shuttle Pharmaceuticals Holdings ,
4162,SHPW,Shapeways Holdings ,
4163,SHPWW,Shapeways Holdings ,
4164,SHUA,SHUAA Partners Acquisition,
4165,SHUAU,SHUAA Partners Acquisition,
4166,SHUAW,SHUAA Partners Acquisition,
4167,SHV,iShares Short Treasury Bond ,
4168,SHY,iShares 1-3 Year Treasury Bond ,
4169,SHYF,The Shyft Group ,
4170,SIBN,SI-BONE ,
4171,SIDU,Sidus Space ,
4172,SIEB,Siebert Financial ,
4173,SIEN,Sientra ,
4174,SIFY,Sify Technologies ,
4175,SIGA,SIGA Technologies ,
4176,SIGI,Selective Insurance Group ,
4177,SIGIP,Selective Insurance Group ,
4178,SILC,Silicom ,
4179,SILK,Silk Road Medical ,
4180,SILO,Silo Pharma ,
4181,SIMO,Silicon Motion Technology ,
4182,SINT,SiNtx Technologies ,
4183,SIRI,Sirius XM Holdings ,
4184,SISI,Shineco ,
4185,SITM,SiTime ,
4186,SJ,Scienjoy Holding ,
4187,SKGR,SK Growth Opportunities ,
4188,SKGRU,SK Growth Opportunities ,
4189,SKGRW,SK Growth Opportunities ,
