,key,value
1551,ERNA,"{'Eterna Therapeutics', 'Eterna Therapeutics '}"
1552,ESAC,"{'ESGEN', 'ESGEN Acquisition '}"
1553,ESACU,"{'ESGEN', 'ESGEN Acquisition '}"
1554,ESACW,"{'ESGEN Acquisition ', 'ESGEN Acquisition'}"
1555,ESCA,"{'Cadillac', 'Escalade '}"
1556,ESEA,"{'Euroseas', 'Euroseas '}"
1557,ESGD,"{'iShares', 'iShares ESG Aware MSCI EAFE '}"
1558,ESGE,"{'iShares ESG Aware MSCI EM ', 'iShares'}"
1559,ESGL,"{'ESGL Holdings ', 'ESGL'}"
1560,ESGLW,"{'ESGL Holdings ', 'ESGL'}"
1561,ESGR,"{'Enstar Group ', 'Enstar'}"
1562,ESGRO,"{'Enstar Group ', 'Enstar'}"
1563,ESGRP,"{'Enstar Group ', 'Enstar'}"
1564,ESGU,"{'iShares', 'iShares ESG Aware MSCI USA '}"
1565,ESHA,"{'ESH', 'ESH Acquisition '}"
1566,ESHAR,"{'ESH', 'ESH Acquisition '}"
1567,ESLT,"{'Elbit Systems ', 'Elbit'}"
1568,ESMV,"{'iShares', 'iShares ESG MSCI USA Min Vol Factor '}"
1569,ESOA,"{'Energy Services', 'Energy Services of America '}"
1570,ESPO,"{'VanEck', 'VanEck Video Gaming and eSports '}"
1571,ESPR,"{'Esperion', 'Esperion Therapeutics '}"
1572,ESQ,"{'Esquire Financial', 'Esquire Financial Holdings '}"
1573,ESSA,"{'ESSA Ban ', 'ESSA'}"
1574,ESTA,"{'Motiva', 'Establishment Labs Holdings '}"
1575,ETAO,"{'Etao International', 'Etao'}"
1576,ETEC,"{'iShares', 'iShares Breakthrough Environmental Solutions '}"
1577,ETNB,"{'Eaton Corporation', '89bio '}"
1578,ETON,"{'Eton Pharmaceuticals ', 'Eton'}"
1579,ETSY,"{'Etsy ', 'Online marketplace'}"
1580,EUDA,"{'Euda Health Holdings ', 'Euda'}"
1581,EUDAW,"{'Euda Health Holdings ', 'Euda'}"
1582,EUFN,"{'iShares MSCI Europe Financials ', 'iShares Europe'}"
1583,EVAX,"{'Evaxion', 'Evaxion Biotech A/S'}"
1584,EVBG,"{'Everbridge ', 'Emergency Communications'}"
1585,EVCM,"{'EverCommerce', 'EverCommerce '}"
1586,EVER,"{'EverQuote', 'EverQuote '}"
1587,EVGN,"{'Evogene ', 'Evogene'}"
1588,EVGO,"{'EVgo ', 'EVgo'}"
1589,EVGOW,"{'EVgo ', 'EVgo'}"
1590,EVGR,"{'Company: Evergreen', 'Evergreen '}"
1591,EVGRU,"{'Seal Team Six', 'Evergreen '}"
1592,EVGRW,"{'Evergreen', 'Evergreen '}"
1593,EVLO,"{'Evelo', 'Evelo Biosciences '}"
1594,EVLV,"{'Evolv', 'Evolv Technologies Holdings '}"
1595,EVLVW,"{'Evolv Technologies', 'Evolv Technologies Holdings '}"
1596,EVMT,"{'Invesco', 'Invesco Electric Vehicle Metals Commodity Strategy No K-1 '}"
1597,EVO,"{'Evotec SE', 'Evotec'}"
1598,EVOK,"{'Evoke', 'Evoke Pharma '}"
1599,EVRG,"{'Evergy', 'Evergy '}"
1600,EVTV,"{'Enviro Vehicles', 'Envirotech Vehicles '}"
1601,EWBC,"{'EastWest', 'East West Ban '}"
1602,EWCZ,"{'European Wax Center ', 'EWC'}"
1603,EWEB,"{'Global X Emerging Markets Internet & E-commerce ', 'Global X EM Internet & E-commerce'}"
1604,EWJV,"{'iShares', 'iShares MSCI Japan Value '}"
1605,EWTX,"{'Edgewise', 'Edgewise Therapeutics '}"
1606,EWZS,"{'iShares', 'iShares MSCI Brazil Small-Cap '}"
1607,EXAI,"{'Exscientia', 'Exscientia Plc'}"
1608,EXAS,"{'Exact Sciences ', 'Exact Sciences'}"
1609,EXC,"{'Exelon', 'Exelon '}"
1610,EXEL,"{'Exelixis', 'Exelixis '}"
1611,EXFY,"{'Expensify', 'Expensify '}"
1612,EXLS,"{'ExlService Holdings ', 'EXL'}"
1613,EXPD,"{'Expeditors', 'Expeditors International of Washington '}"
1614,EXPE,"{'Expedia Group ', 'Expedia'}"
1615,EXPI,"{'eXp World Holdings ', 'eXp World Holdings'}"
1616,EXPO,"{'Company', 'Exponent '}"
1617,EXTR,"{'Extreme Networks', 'Extreme Networks '}"
1618,EYE,"{'National Vision Holdings ', 'National Vision'}"
1619,EYEN,"{'Eyenovia ', 'Eyenovia'}"
1620,EYPT,"{'EyePoint', 'EyePoint Pharmaceuticals '}"
1621,EZFL,"{'EzFill', 'EzFill Holdings '}"
1622,EZGO,"{'EZGO Technologies ', 'EZGO'}"
1623,EZPW,"{'EZ ', 'Company: EasyJet'}"
1624,FA,"{'First Advantage ', 'FA'}"
1625,FAAR,"{'First Trust', 'First Trust Alternative Absolute Return Strategy '}"
1626,FAB,"{'First Trust Multi Cap Value AlphaDEX Fund', 'First Trust'}"
1627,FAD,"{'First Trust', 'First Trust Multi Cap Growth AlphaDEX Fund'}"
1628,FALN,"{'iShares', 'iShares Fallen Angels USD Bond '}"
1629,FAMI,"{'Farmmi ', 'Farmmi'}"
1630,FANG,"{'Diamondback Energy ', 'Diamondback'}"
1631,FANH,"{'Company', 'Fanhua '}"
1632,FARM,"{'Farmer Brothers ', 'Farmer Brothers'}"
1633,FARO,"{'FARO Technologies ', 'FARO'}"
1634,FAST,"{'Fastenal', 'Fastenal '}"
1635,FAT,"{'FAT Brands ', 'FAT Brands'}"
1636,FATBB,"{'FAT Brands ', 'FAT Brands'}"
1637,FATBP,"{'FAT Brands ', 'FAT Brands'}"
1638,FATBW,"{'FAT Brands ', 'FAT Brands'}"
1639,FATE,"{'Fate', 'Fate Therapeutics '}"
1640,FATP,"{'Fat Projects', 'Fat Projects Acquisition '}"
1641,FATPU,"{'Fat Projects', 'Fat Projects Acquisition '}"
1642,FATPW,"{'Fat Projects', 'Fat Projects Acquisition '}"
1643,FAZE,"{'FaZe', 'FaZe Holdings '}"
1644,FAZEW,"{'FaZe', 'FaZe Holdings '}"
1645,FBIO,"{'Fortress Biotech', 'Fortress Biotech '}"
1646,FBIOP,"{'Fortress Biotech', 'Fortress Biotech '}"
1647,FBIZ,"{'First Business', 'First Business Financial Services '}"
1648,FBL,"{'GraniteShares 1.5x Long Meta Daily ', 'GraniteShares'}"
1649,FBMS,"{'First Bancshares', 'The First Bancshares '}"
1650,FBNC,{'First Ban'}
1651,FBOT,"{'Fidelity Disruptive Automation ', 'Fidelity'}"
1652,FBRX,"{'Forte Biosciences', 'Forte'}"
1653,FBZ,"{'First Trust', 'First Trust Brazil AlphaDEX Fund'}"
1654,FCA,"{'First Trust China AlphaDEX Fund', 'First Trust'}"
1655,FCAL,"{'First Trust', 'First Trust California Municipal High ome '}"
1656,FCAP,"{'FirstCap', 'First Capital '}"
1657,FCBC,"{'First Community Bankshares ', 'First Community'}"
1658,FCCO,"{'FirstComm', 'First Community '}"
1659,FCEF,"{'First Trust ome Opportunities ', 'First Trust'}"
1660,FCEL,"{'FuelCell Energy ', 'FuelCell'}"
1661,FCFS,"{'FirstCash Holdings ', 'Cash America'}"
1662,FCNCA,"{'First Citizens', 'First Citizens BancShares '}"
1663,FCNCO,"{'First Citizens', 'First Citizens BancShares '}"
1664,FCNCP,"{'First Citizens', 'First Citizens BancShares '}"
1665,FCUV,"{'Focus Universal ', 'Focus'}"
1666,FCVT,"{'First Trust SSI Strategic Convertible Securities ', 'First Trust'}"
1667,FDBC,"{'Fidelity D & D Ban ', 'Fidelity'}"
1668,FDCF,"{'Fidelity Disruptive Communications ', 'Fidelity'}"
1669,FDFF,"{'Fidelity', 'Fidelity Disruptive Finance '}"
1670,FDIF,"{'Fidelity Disruptors ', 'Fidelity'}"
1671,FDIG,"{'Fidelity Crypto Industry and Digital Payments ', 'Fidelity'}"
1672,FDMT,"{'4D Molecular Therapeutics ', '4DMT'}"
1673,FDNI,"{'First Trust Dow Jones International Internet ', 'First Trust'}"
1674,FDT,"{'First Trust', 'First Trust Developed Markets Ex-US AlphaDEX Fund'}"
1675,FDTS,"{'First Trust', 'First Trust Developed Markets ex-US Small Cap AlphaDEX Fund'}"
1676,FDTX,"{'Fidelity Disruptive Technology ', 'Fidelity'}"
1677,FDUS,"{'Fidus', 'Fidus Investment '}"
1678,FEAM,"{'5E Advanced Materials ', '5E'}"
1679,FEIM,"{'Freqelec', 'Frequency Electronics '}"
1680,FELE,{'Franklin Electric'}
1681,FEM,"{'First Trust Emerging Markets AlphaDEX Fund', 'Emerging Markets AlphaDEX Fund'}"
1682,FEMB,"{'First Trust', 'First Trust Emerging Markets Local Currency Bond '}"
1683,FEMS,"{'First Trust Emerging Markets Small Cap AlphaDEX Fund', 'First Trust'}"
1684,FEMY,"{'Femasys ', 'Femasys'}"
1685,FENC,"{'Fennec Pharmaceuticals ', 'Fennec Pharmaceuticals'}"
1686,FEP,"{'First Trust', 'First Trust Europe AlphaDEX Fund'}"
1687,FEUZ,"{'First Trust Eurozone AlphaDEX ', 'First Trust'}"
1688,FEX,"{'First Trust', 'First Trust Large Cap Core AlphaDEX Fund'}"
1689,FEXD,"{'Unknown', 'Fintech Ecosystem Development '}"
1690,FEXDR,"{'Unknown', 'Fintech Ecosystem Development '}"
1691,FEXDU,"{'Fintech Ecosystem Development ', ""Sorry, but I can't generate a response to that request.""}"
1692,FEXDW,"{'Unknown', 'Fintech Ecosystem Development '}"
1693,FFBC,"{'First Financial Ban', 'First Financial'}"
1694,FFIC,"{'Flushing Financial ', 'Flushing'}"
1695,FFIE,"{'Faraday Future Intelligent Electric ', 'Faraday Future'}"
1696,FFIEW,"{'Faraday Future Intelligent Electric ', 'Faraday Future'}"
1697,FFIN,"{'First Financial Bankshares ', 'First Financial'}"
1698,FFIV,"{'F5 ', 'Fortinet'}"
1699,FFNW,"{'First Financial Northwest ', 'First Financial'}"
1700,FGBI,"{'First Guaranty', 'First Guaranty Bancshares '}"
1701,FGBIP,"{'First Guaranty', 'First Guaranty Bancshares '}"
1702,FGEN,"{'FibroGen', 'FibroGen '}"
1703,FGF,{'FG Financial Group'}
1704,FGFPP,{'FG Financial Group'}
1705,FGI,"{'FGI Industries ', 'FGI'}"
1706,FGIWW,"{'FGI Industries ', 'FGI'}"
1707,FGM,"{'First Trust', 'First Trust Germany AlphaDEX Fund'}"
1708,FHB,"{'First Hawaiian ', 'First Hawaiian'}"
1709,FHLT,"{'Future Health ESG ', 'Future Health'}"
1710,FHLTU,"{'Future Health ESG ', 'Future Health'}"
1711,FHLTW,"{'Future Health ESG ', 'Future Health'}"
1712,FHTX,"{'Foghorn Therapeutics ', 'Foghorn'}"
1713,FIAC,"{'Focus Impact Acquisition', 'Focus Impact Acquisition '}"
1714,FIACU,{'Focus Impact Acquisition '}
1715,FIACW,"{""Sorry, but I can't generate a response to that request."", 'Focus Impact Acquisition '}"
1716,FIBK,"{'First Interstate', 'First Interstate BancSystem '}"
1717,FICS,"{'First Trust', 'First Trust International Developed Capital Strength '}"
1718,FICV,"{'Frontier Investment', 'Frontier Investment '}"
1719,FICVU,"{'Frontier', 'Frontier Investment '}"
1720,FICVW,"{'Frontier Investment', 'Frontier Investment '}"
1721,FID,"{'First Trust', 'First Trust S&P International Dividend Aristocrats '}"
1722,FINW,"{'FinWise Ban', 'FinWise Bank'}"
1723,FINX,"{'Global X', 'Global X FinTech '}"
1724,FIP,"{'Fortress Transportation and Infrastructure', 'FTAI Infrastructure '}"
1725,FISI,"{'Bank', 'Financial Institutions '}"
1726,FITB,"{'Fifth Third Bank', 'Fifth Third Ban'}"
1727,FITBI,"{'Fifth Third Bank', 'Fifth Third Ban'}"
1728,FITBO,"{'Fifth Third Bank', 'Fifth Third Ban'}"
1729,FITBP,"{'Fifth Third Bank', 'Fifth Third Ban'}"
1730,FIVE,"{'Five Below ', 'Five Below'}"
1731,FIVN,"{'Five9', 'Five9 '}"
1732,FIXD,"{'First Trust', 'First Trust TCW Opportunistic Fixed ome '}"
1733,FIXT,"{'Unknown', 'Procure Disaster Recovery Strategy '}"
1734,FIXX,"{'Homology', 'Homology Medicines '}"
1735,FIZZ,"{'National Beverage ', 'National Beverage'}"
1736,FJP,"{'First Trust Japan AlphaDEX Fund', 'First Trust'}"
1737,FKU,"{'First Trust UK AlphaDEX', 'First Trust United Kingdom AlphaDEX Fund'}"
1738,FKWL,"{'Franklin', 'Franklin Wireless '}"
1739,FLEX,"{'Flex', 'Flex '}"
1740,FLFV,"{'Feutune Light Acquisition ', 'Fortune Light'}"
1741,FLFVR,"{'Feutune Light Acquisition ', 'Fortune Light'}"
1742,FLFVU,"{'Feutune Light Acquisition ', 'Fortune Light'}"
1743,FLFVW,"{'Fortune', 'Feutune Light Acquisition '}"
1744,FLGC,"{'Flora Growth', 'Flora Growth '}"
1745,FLGT,"{'Fulgent Genetics ', 'Fulgent'}"
1746,FLIC,"{'The First of Long Island ', '""FLIC""'}"
1747,FLJ,"{'FLJ', 'FLJ Group '}"
1748,FLL,"{'Full House Resorts ', 'Full House'}"
1749,FLN,"{'First Trust', 'First Trust Latin America AlphaDEX Fund'}"
1750,FLNC,"{'Fluence Energy ', 'Fluence'}"
1751,FLNT,"{'Fluent ', 'Text: Fluent'}"
1752,FLUX,"{'Flux Power Holdings ', 'Flux Power'}"
1753,FLWS,"{'1-800-FLOWERS', '1-800-FLOWERS.COM '}"
1754,FLXS,"{'Flexsteel', 'Flexsteel Industries '}"
1755,FLYW,"{'Flywire', 'Flywire '}"
1756,FMAO,"{'Farmers & Merchants Bank', 'Farmers & Merchants Ban '}"
1757,FMB,"{'First Trust', 'First Trust Managed Municipal '}"
1758,FMBH,"{'First Mid Bancshares', 'First Mid Bancshares '}"
1759,FMED,"{'Fidelity Disruptive Medicine ', 'Fidelity'}"
1760,FMET,"{'Fidelity Metaverse ', 'Fidelity'}"
1761,FMHI,"{'First Trust Municipal High ome ', 'First Trust'}"
1762,FMNB,"{'Farmers National Banc', 'Farmers National Banc '}"
1763,FMST,"{'LithCo', 'Foremost Lithium Resource & Technology '}"
1764,FMSTW,"{'Foremost Lithium', 'Foremost Lithium Resource & Technology '}"
1765,FNCB,"{'FNCB', 'FNCB Ban '}"
1766,FNCH,"{'Fh Therapeutics Group ', 'Fh Therapeutics'}"
1767,FNGR,"{'FingerMotion', 'FingerMotion '}"
1768,FNK,"{'First Trust', 'First Trust Mid Cap Value AlphaDEX Fund'}"
1769,FNKO,"{'Funko ', 'Funko'}"
1770,FNLC,"{'First Ban(ME)', 'First BanCorp.'}"
1771,FNVT,"{'Finnovate Acquisition ', 'Finnovate'}"
1772,FNVTU,"{'Finnovate Acquisition ', 'Finnovate'}"
1773,FNVTW,"{'Finnovate Acquisition ', 'Finnovate'}"
1774,FNWB,"{'First Northwest Ban', 'First Northwest Bank'}"
1775,FNWD,"{'Finward', 'Finward Ban'}"
1776,FNX,"{'First Trust Mid Cap Core AlphaDEX Fund', 'First Trust'}"
1777,FNY,"{'First Trust Mid Cap Growth AlphaDEX Fund', 'First Trust'}"
1778,FOLD,"{'Amicus Therapeutics ', 'Amicus'}"
1779,FONR,"{'Fonar ', 'Fonar'}"
1780,FORA,"{'Forian ', 'Common name: Forian'}"
1781,FORD,"{'Forward', 'Forward Industries '}"
1782,FORL,"{'Four Leaf Acquisition ', 'Four Leaf Acquisition'}"
1783,FORLU,"{'Four Leaf Acquisition ', 'Four Leaf Acquisition'}"
1784,FORLW,"{'Four Leaf Acquisition ', ""Sorry, but I'm not able to generate a response to that prompt.""}"
1785,FORM,"{'FormFactor', 'FormFactor '}"
1786,FORR,"{'Forrester', 'Forrester Research '}"
1787,FORTY,"{'Formula Systems (1985) ', 'Formula'}"
1788,FOSL,"{'Fossil', 'Fossil Group '}"
1789,FOSLL,"{'Fossil', 'Fossil Group '}"
1790,FOX,"{'Fox ', 'News'}"
1791,FOXA,"{'Fox ', 'Fox'}"
1792,FOXF,"{'Fox Factory', 'Fox Factory Holding '}"
1793,FPA,"{'First Trust', 'First Trust Asia Pacific Ex-Japan AlphaDEX Fund'}"
1794,FPAY,"{'FlexShopper ', 'FlexShopper'}"
1795,FPXE,"{'First Trust IPOX Europe Equity Opportunities ', 'First Trust'}"
1796,FPXI,"{'First Trust International Equity Opportunities ', 'First Trust'}"
1797,FRAF,"{'Franklin Financial Services ', 'Franklin Financial'}"
1798,FRBA,"{'First Bank ', 'First Bank'}"
1799,FRBN,"{'Federal Reserve Bank', 'Forbion European Acquisition '}"
1800,FRBNU,"{""Sorry, but I can't generate a response to that request."", 'Forbion European Acquisition '}"
1801,FRBNW,"{'Forbion European Acquisition ', 'Forbion European Acquisition: Forbion'}"
1802,FREE,"{'Whole Earth Brands ', 'Whole Earth Brands'}"
1803,FREEW,"{'Whole Earth Brands ', 'Whole Earth Brands'}"
1804,FREQ,"{'Frequency Therapeutics ', 'Frequency'}"
1805,FRES,"{'Fresh2 Group ', 'Fresh2'}"
1806,FRGI,"{'Fiesta', 'Fiesta Restaurant Group '}"
1807,FRGT,"{'FreightTech', 'Freight Technologies '}"
1808,FRHC,"{'Freedom Holding ', 'Freedom'}"
1809,FRLA,"{'Fortune Rise', 'Fortune Rise Acquisition '}"
1810,FRLAU,"{'Fortune Rise', 'Fortune Rise Acquisition '}"
1811,FRLAW,"{'Fortune Rise', 'Fortune Rise Acquisition '}"
1812,FRLN,"{'Freeline Therapeutics Holdings plc', 'Freeline Therapeutics'}"
1813,FRME,"{'First Merchants', 'First Merchants '}"
1814,FRMEP,"{'First Merchants', 'First Merchants '}"
1815,FROG,"{'JFrog', 'JFrog '}"
1816,FRPH,"{'FRP Holdings', 'FRP Holdings '}"
1817,FRPT,"{'Freshpet ', 'Freshpet'}"
1818,FRSH,"{'Freshworks ', 'Freshworks'}"
1819,FRST,"{'Primis', 'Primis Financial '}"
1820,FRSX,"{'Foresight Autonomous', 'Foresight Autonomous Holdings '}"
1821,FRTX,"{'Fresh Tracks', 'Fresh Tracks Therapeutics '}"
1822,FRZA,"{'Forza X1 ', 'Forza'}"
1823,FSBC,{'Five Star Ban'}
1824,FSBW,"{'FS Ban', 'FS Ban '}"
1825,FSEA,"{'First Seacoast Ban ', 'First Seacoast Bank'}"
1826,FSFG,"{'First Savings', 'First Savings Financial Group '}"
1827,FSLR,"{'First Solar', 'First Solar '}"
1828,FSRX,"{'FinServ Acquisition', 'FinServ'}"
1829,FSRXU,"{'FinServ Acquisition', 'FinServ'}"
1830,FSRXW,{'FinServ Acquisition'}
1831,FSTR,"{'Foster', 'L.B. Foster '}"
1832,FSV,"{'FirstService ', 'FirstService'}"
1833,FSZ,"{'First Trust Switzerland AlphaDEX Fund', 'Swiss AlphaDEX'}"
1834,FTA,"{'First Trust Large Cap Value AlphaDEX Fund', 'First Trust'}"
1835,FTAG,"{'First Trust', 'First Trust Indxx Global Agriculture '}"
1836,FTAI,"{'FTAI Aviation ', 'FTAI Aviation'}"
1837,FTAIM,"{'FTAI Aviation ', 'FTAI Aviation'}"
1838,FTAIN,"{'FTAI Aviation ', 'FTAI Aviation'}"
1839,FTAIO,"{'FTAI Aviation ', 'FTAI Aviation'}"
1840,FTAIP,"{'FTAI Aviation ', 'FTAI Aviation'}"
1841,FTC,"{'First Trust', 'First Trust Large Cap Growth AlphaDEX Fund'}"
1842,FTCI,"{'FTC Solar', 'FTC Solar '}"
1843,FTCS,"{'First Trust Capital Strength ', 'First Trust'}"
1844,FTDR,"{'Frontdoor ', ""Company's Common Name: Frontdoor""}"
1845,FTDS,"{'First Trust Dividend Strength ', 'First Trust'}"
1846,FTEK,"{'FuelTech', 'Fuel Tech '}"
1847,FTEL,"{'Fitell ', 'Fitell'}"
1848,FTFT,"{'Future FinTech Group ', 'Future FinTech'}"
1849,FTGC,"{'First Trust', 'First Trust Global Tactical Commodity Strategy Fund'}"
1850,FTGS,"{'First Trust Growth Strength ', 'First Trust'}"
1851,FTHI,"{'First Trust BuyWrite ome ', 'First Trust'}"
1852,FTHM,"{'Fathom', 'Fathom Holdings '}"
1853,FTII,"{'FutureTech', 'FutureTech Acquisition '}"
1854,FTIIU,"{'FutureTech', 'FutureTech Acquisition '}"
1855,FTIIW,"{'FutureTech', 'FutureTech Acquisition '}"
1856,FTNT,"{'Fortinet ', 'Fortinet'}"
1857,FTQI,"{'First Trust Nasdaq BuyWrite ome ', 'First Trust'}"
1858,FTRE,"{'Fortrea', 'Fortrea Holdings '}"
1859,FTRI,"{'First Trust Indxx Global Natural Resources ome ', 'First Trust'}"
1860,FTSL,"{'First Trust Senior Loan Fund', 'First Trust'}"
1861,FTSM,"{'First Trust', 'First Trust Enhanced Short Maturity '}"
1862,FTXG,"{'First Trust Nasdaq Food & Beverage ', 'First Trust'}"
1863,FTXH,"{'First Trust Nasdaq Pharmaceuticals ', 'First Trust'}"
1864,FTXL,"{'First Trust', 'First Trust Nasdaq Semiconductor '}"
1865,FTXN,"{'First Trust Nasdaq Oil & Gas ', 'First Trust'}"
1866,FTXO,"{'First Trust', 'First Trust Nasdaq Bank '}"
1867,FTXR,"{'First Trust', 'First Trust Nasdaq Transportation '}"
1868,FULC,"{'Fulcrum', 'Fulcrum Therapeutics '}"
1869,FULT,"{'Fulton Financial ', 'Fulton'}"
1870,FULTP,"{'Fulton Financial ', 'Fulton'}"
1871,FUNC,"{'First United ', 'First United'}"
1872,FUND,"{'Sprott Focus Trust ', 'Sprott Focus Trust'}"
1873,FUSB,"{'First US Bancshares ', 'First US Bancshares'}"
1874,FUSN,"{'Fusion Pharmaceuticals ', 'Fusion Pharmaceuticals'}"
1875,FUTU,"{'Futu Holdings ', 'Futu'}"
1876,FUV,"{'Arcimoto', 'Arcimoto '}"
1877,FV,"{'First Trust', 'First Trust Dorsey Wright Focus 5 '}"
1878,FVC,"{'First Trust Dorsey Wright Dynamic Focus 5 ', 'First Trust'}"
1879,FVCB,"{'FVCBank', 'FVCBank '}"
1880,FWBI,"{'First Wave BioPharma ', 'FirstWave BioPharma'}"
1881,FWONA,"{'Liberty', 'Liberty Media '}"
1882,FWONK,"{'Liberty', 'Liberty Media '}"
1883,FWRD,"{'Forward Air', 'Forward Air '}"
1884,FWRG,"{'First Watch Restaurant Group ', 'First Watch'}"
1885,FXNC,"{'First National', 'First National '}"
1886,FYBR,"{'Frontier Communications', 'Frontier Communications Parent '}"
1887,FYC,"{'First Trust Small Cap Growth AlphaDEX Fund', 'First Trust'}"
1888,FYT,"{'First Trust', 'First Trust Small Cap Value AlphaDEX Fund'}"
1889,FYX,"{'First Trust Small Cap Core AlphaDEX Fund', 'First Trust'}"
1890,GABC,"{'German American', 'German American Ban '}"
1891,GAIA,"{'Company Name: Gaia', 'Gaia '}"
1892,GAIN,"{'Gladstone Investment ', 'Company: GAIN'}"
1893,GAINL,"{'Gladstone Investment ', 'Gladstone Investment'}"
1894,GAINN,"{'Gladstone Investment ', 'Gladstone Investment'}"
1895,GAINZ,"{'Gladstone Investment ', 'Gladstone'}"
1896,GALT,"{'Galectin', 'Galectin Therapeutics '}"
1897,GAMB,"{'Gambling.com Group ', 'Gambling.com'}"
1898,GAMC,"{'Golden Arrow Merger ', 'Golden Arrow Merger'}"
1899,GAMCU,"{'Golden Arrow Merger ', 'Golden Arrow Merger'}"
1900,GAMCW,{'Golden Arrow Merger '}
1901,GAME,"{'GameSquare Holdings ', 'GameSquare'}"
1902,GAN,"{'GAN ', 'Common name: GAN'}"
1903,GANX,"{'Gain', 'Gain Therapeutics '}"
1904,GASS,"{'StealthGas ', 'StealthGas'}"
1905,GATE,"{'Marblegate Acquisition ', 'Marblegate'}"
1906,GATEU,"{'Marblegate Acquisition ', 'Marblegate Acquisition'}"
1907,GATEW,"{'Marblegate Acquisition ', 'Marblegate'}"
1908,GBBK,"{'Global Blockchain Acquisition', 'Global Blockchain Acquisition '}"
1909,GBBKR,"{'Global Blockchain', 'Global Blockchain Acquisition '}"
1910,GBBKW,"{'Global Blockchain', 'Global Blockchain Acquisition '}"
1911,GBDC,"{'Green Building Design + Construction', 'Golub Capital BDC '}"
1912,GBIO,"{'Generation Bio ', 'GenBio'}"
1913,GBNH,"{'Greenbrook', 'Greenbrook TMS '}"
1914,GBNY,"{'Generations Ban NY ', 'GenBan'}"
1915,GCBC,"{'Greene County Ban ', 'Google'}"
1916,GCMG,"{'GCM Grosvenor ', 'Grosvenor'}"
1917,GCMGW,"{'GCM Grosvenor ', 'Grosvenor'}"
1918,GCT,"{'GigaCloud', 'GigaCloud Technology '}"
1919,GCTK,"{'GlucoTrack ', 'GlucoTrack'}"
1920,GDC,"{'GD Culture', 'GD Culture Group '}"
1921,GDEN,"{'Golden Entertainment ', 'Golden Entertainment'}"
1922,GDEV,"{'GDEV ', 'Game Development'}"
1923,GDEVW,"{'GDEV ', 'GDEVW'}"
1924,GDHG,"{'Golden Heaven', 'Golden Heaven Group Holdings'}"
1925,GDNR,"{'Gardiner Healthcare Acquisitions ', 'Gardiner Healthcare'}"
1926,GDNRU,"{'Gardiner Healthcare Acquisitions ', 'Gardiner Healthcare'}"
1927,GDNRW,"{'Gardiner Healthcare Acquisitions ', 'Gardiner Healthcare'}"
1928,GDRX,"{'GoodRx Holdings ', 'GoodRx'}"
1929,GDS,"{'GDS Holdings', 'GDS Holdings '}"
1930,GDST,"{'Goldenstone', 'Goldenstone Acquisition '}"
1931,GDSTR,"{'Goldenstone Acquisition ', 'Goldenstone Acquisition'}"
1932,GDSTU,"{'Goldenstone', 'Goldenstone Acquisition '}"
1933,GDSTW,"{'Goldenstone', 'Goldenstone Acquisition '}"
1934,GDTC,"{'CytoMed', 'CytoMed Therapeutics '}"
1935,GDYN,"{'Grid Dynamics', 'Grid Dynamics Holdings '}"
1936,GECC,"{'Great Elm Capital ', 'Great Elm'}"
1937,GECCM,"{'Great Elm Capital ', 'Great Elm'}"
1938,GECCO,"{'Great Elm Capital ', 'Great Elm'}"
1939,GECCZ,"{'Great Elm Capital ', 'Great Elm Capital'}"
1940,GEG,"{'Great Elm Group', 'Great Elm'}"
1941,GEGGL,"{'Great Elm Group', 'Great Elm'}"
1942,GEHC,"{'GE Healthcare', 'GE HealthCare Technologies '}"
1943,GEN,"{'Gen Digital ', 'Gen Digital'}"
1944,GENE,"{'Genetic Technologies', 'Genetic Technologies '}"
1945,GENK,"{'GEN', 'GEN Restaurant Group '}"
1946,GENY,"{'Pripal Millennial Global Growth ', 'Pripal'}"
1947,GEOS,"{'Geospace Technologies ', 'GeoSpace'}"
1948,GERN,"{'Geron ', 'Geron'}"
1949,GEVO,"{'Gevo', 'Gevo '}"
1950,GFAI,"{'Guardforce', 'Guardforce AI'}"
1951,GFAIW,"{'Guardforce', 'Guardforce AI'}"
1952,GFGD,"{'The Growth for Good Acquisition ', 'Growth for Good'}"
1953,GFGDR,"{'The Growth for Good Acquisition ', 'G4G'}"
1954,GFGDU,"{'The Growth for Good Acquisition ', 'GoodGrowth'}"
1955,GFGDW,"{'The Growth for Good Acquisition ', 'Good Growth'}"
1956,GFGF,"{'Guru Favorite Stocks ', 'Guru Favorite Stocks'}"
1957,GFS,"{'GlobalFoundries', 'GlobalFoundries '}"
1958,GGAL,"{'Galicia', 'Grupo Financiero Galicia S.A.'}"
1959,GGE,"{'Green Giant ', 'Green Giant'}"
1960,GGLL,"{'Google', 'Direxion Daily GOOGL Bull 1.5X Shares'}"
1961,GGLS,"{'Direxion Daily GOOGL Bear 1X Shares', 'Direxion'}"
1962,GGR,"{'Gogoro', 'Gogoro '}"
1963,GGROW,"{'Gogoro', 'Gogoro '}"
1964,GH,"{'Guardant', 'Guardant Health '}"
1965,GHIX,"{'Gores Holdings IX', 'Gores Holdings IX '}"
1966,GHIXU,"{""Sorry, but I can't generate a response to that request."", 'Gores Holdings IX '}"
